"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"de Steur, H.; Blancquaert, D.; Strobbe, S.; Feng, S.; Buysse, J.; Stove, C.; Lambert, W.; Van Der Straeten, D.; Gellynck, X.","de Steur, Hans D. (57218184122); Blancquaert, Dieter (22957112800); Strobbe, Simon (56524402700); Feng, S. (23485092500); Buysse, Jeroen (15830910100); Stove, Christophe P. (6603082628); Lambert, Willy E.E.S. (56219494200); Van Der Straeten, Dominique (7004244228); Gellynck, Xavier (7801685759)","57218184122; 22957112800; 56524402700; 23485092500; 15830910100; 6603082628; 56219494200; 7004244228; 7801685759","Consumer Acceptance and Willingness-to-pay for Genetically Modified Foods with Enhanced Vitamin Levels","2015","","","","","195","206","2","10.1016/b978-0-12-802259-7.00018-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960837031&doi=10.1016%2Fb978-0-12-802259-7.00018-x&partnerID=40&md5=de808c62e37c12c5a404bb2b05cfc471","Elsevier Inc.","Book chapter","Final","","Scopus","2-s2.0-84960837031"
"Howarth, A.","Howarth, Anita (55116261600)","55116261600","Genetically Modified Organisms and European Journalism","2015","","","","","257","265","1","10.1016/b978-0-12-802259-7.00022-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960834612&doi=10.1016%2Fb978-0-12-802259-7.00022-1&partnerID=40&md5=65c2f4d507d6442312c1a173b62a5ce6","Elsevier Inc.","Book chapter","Final","","Scopus","2-s2.0-84960834612"
"Marques, M.D.; Critchley, C.R.; Walshe, J.","Marques, Mathew D. (56414021300); Critchley, Christine R. (15050357400); Walshe, Jarrod (56688235400)","56414021300; 15050357400; 56688235400","Attitudes to genetically modified food over time: How trust in organizations and the media cycle predict support","2015","Public Understanding of Science","24","5","","601","618","101","10.1177/0963662514542372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931263802&doi=10.1177%2F0963662514542372&partnerID=40&md5=999823541fa5fd261d493ad9a5718d41","SAGE Publications Ltd info@sagepub.co.uk","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84931263802"
"Loebnitz, N.; Grunert, K.G.","Loebnitz, Natascha (56149272000); Grunert, Klaus G. (7004726565)","56149272000; 7004726565","Evaluative Conditioning of Food Technologies","2015","Psychology and Marketing","32","7","","725","741","8","10.1002/mar.20813","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946101226&doi=10.1002%2Fmar.20813&partnerID=40&md5=fef84fe220534ff71e8a7a19ed9f1174","Wiley-Liss Inc.","Article","Final","","Scopus","2-s2.0-84946101226"
"Wang, F.; Li, S.; Bai, X.-W.; Ren, X.-P.; Rao, L.-L.; Li, J.-Z.; Liu, H.; Liu, H.-Z.; Wu, B.; Zheng, R.","Wang, Fei (55740446300); Li, Shu (57201891369); Bai, Xinwen (26530921300); Ren, Xiaopeng (56295875400); Rao, Lilin (25923546000); Li, Jinzhen (13406014800); Liu, Huan (57191739226); Liu, Hongzhi (56643548400); Wu, Bin (57215375002); Zheng, Rui (36700590400)","55740446300; 57201891369; 26530921300; 56295875400; 25923546000; 13406014800; 57191739226; 56643548400; 57215375002; 36700590400","Town mouse or country mouse: Identifying a town dislocation effect in Chinese urbanization","2015","PLOS ONE","10","5","e0125821","","","4","10.1371/journal.pone.0125821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929346893&doi=10.1371%2Fjournal.pone.0125821&partnerID=40&md5=cadc21d6a0a32a2dd56a8e96697d38ae","Public Library of Science plos@plos.org","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84929346893"
"de Steur, H.; Liqun, G.; Van Der Straeten, D.; Lambert, W.; Gellynck, X.","de Steur, Hans D. (57218184122); Liqun, Ge (36059487200); Van Der Straeten, Dominique (7004244228); Lambert, Willy E.E.S. (56219494200); Gellynck, Xavier (7801685759)","57218184122; 36059487200; 7004244228; 56219494200; 7801685759","The Potential Market for GM Rice with Health Benefits in a Chinese High-Risk Region","2015","Journal of Food Products Marketing","21","3","","231","243","14","10.1080/10454446.2013.855993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925246402&doi=10.1080%2F10454446.2013.855993&partnerID=40&md5=d6dd7fb371060a2d4e4b4159d88d033b","Routledge","Article","Final","","Scopus","2-s2.0-84925246402"
"Zhang, M.; Liu, G.-L.","Zhang, Meng (59089726200); Liu, Guoliang (56380683800)","59089726200; 56380683800","The effects of consumer's subjective and objective knowledge on perceptions and attitude towards genetically modified foods: Objective knowledge as a determinant","2015","International Journal of Food Science and Technology","50","5","","1198","1205","53","10.1111/ijfs.12753","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927794793&doi=10.1111%2Fijfs.12753&partnerID=40&md5=881249df73c2af5de80bca8d84dd9032","","Article","Final","","Scopus","2-s2.0-84927794793"
"Harmon, S.H.E.","Harmon, Shawn H.E. (14626171100)","14626171100","Genetics: Legal Aspects","2015","","","","","1001","1008","0","10.1016/B978-0-08-097086-8.82045-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043446753&doi=10.1016%2FB978-0-08-097086-8.82045-0&partnerID=40&md5=dc6355680cd4566a438d638666611106","Elsevier Inc.","Book chapter","Final","","Scopus","2-s2.0-85043446753"
"Entradas, M.","Entradas, Marta (12761147100)","12761147100","Science and the public: The public understanding of science and its measurements","2015","Portuguese Journal of Social Science","14","1","","71","86","4","10.1386/pjss.14.1.71_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930895809&doi=10.1386%2Fpjss.14.1.71_1&partnerID=40&md5=d79c9a480d0ed9eecbd4920d38fe9445","Intellect Ltd.","Article","Final","","Scopus","2-s2.0-84930895809"
"Qie, F.; Zhang, G.; Hou, J.; Sun, X.; Luo, S.-Z.; Tan, T.","Qie, Fengxiang (55146875700); Zhang, Guoxin (55738962200); Hou, Jianxuan (55040021800); Sun, Xiaoming (8832543600); Luo, Shizhong (55805836800); Tan, Tianwei (57020620400)","55146875700; 55738962200; 55040021800; 8832543600; 55805836800; 57020620400","Nucleic acid from beans extracted by ethanediamine magnetic particles","2015","Journal of Food Science and Technology","52","3","","1784","1789","2","10.1007/s13197-013-1168-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924083907&doi=10.1007%2Fs13197-013-1168-7&partnerID=40&md5=ee40db82df4b2868385caa16c1b1bcd5","Springer","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84924083907"
"Lusk, J.L.; Crespi, J.M.; Cherry, J.B.C.; McFadden, B.R.; Martin, L.E.; Bruce, A.S.","Lusk, Jayson L. (7004997535); Crespi, John M. (6701655833); Cherry, Joseph Bradley C. (55856654300); McFadden, Brandon R. (55966266100); Martin, Laura E. (35765610600); Bruce, Amanda Schurle (16548947700)","7004997535; 6701655833; 55856654300; 55966266100; 35765610600; 16548947700","An fMRI investigation of consumer choice regarding controversial food technologies","2015","Food Quality and Preference","40","PA","","209","220","34","10.1016/j.foodqual.2014.10.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909606208&doi=10.1016%2Fj.foodqual.2014.10.005&partnerID=40&md5=ebf186c6ab5dc36d1d0738a090509c92","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-84909606208"
"Sanz-Menendez, L.; Van Ryzin, G.G.","Sanz-Menendez, Luis (6603161570); Van Ryzin, Gregg G. (7003787305)","6603161570; 7003787305","Economic crisis and public attitudes toward science: A study of regional differences in Spain","2015","Public Understanding of Science","24","2","","167","182","13","10.1177/0963662513489790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951574882&doi=10.1177%2F0963662513489790&partnerID=40&md5=9a90cc004bcef4977eaffcf036e68d0e","SAGE Publications Ltd","Article","Final","","Scopus","2-s2.0-84951574882"
"Ramachandraiah, K.; Han, S.G.; Chin, K.B.","Ramachandraiah, Karna (56466000500); Han, Sung Gu (8649288200); Chin, Koo Bok (7202995557)","56466000500; 8649288200; 7202995557","Nanotechnology in meat processing and packaging: Potential applications - A review","2015","Asian-Australasian Journal of Animal Sciences","28","2","","290","302","126","10.5713/ajas.14.0607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920184580&doi=10.5713%2Fajas.14.0607&partnerID=40&md5=be0eeab49163586db71ca102c8d1217d","Asian-Australasian Association of Animal Production Societies","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84920184580"
"Nisbet, M.C.; Newman, T.P.","Nisbet, Matthew C. (6701850118); Newman, Todd P. (56494319400)","6701850118; 56494319400","FRAMING, THE MEDIA, AND ENVIRONMENTAL COMMUNICATION","2015","","","","","325","338","62","10.4324/9781315887586-24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144967914&doi=10.4324%2F9781315887586-24&partnerID=40&md5=ffad3383f75a090ad457059b328e20cb","Taylor and Francis","Book chapter","Final","","Scopus","2-s2.0-85144967914"
"Graff, G.D.; Hochman, G.; Suntharalingam, C.; Zilberman, D.","Graff, Gregory (56228855700); Hochman, Gal (24472823500); Suntharalingam, Chubashini (57193847225); Zilberman, David D. (35578894000)","56228855700; 24472823500; 57193847225; 35578894000","The competing policy paradigms of agricultural biotechnology: Implications and Opportunities for emerging and developing economies","2015","AgBioForum","18","2","","168","181","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950245672&partnerID=40&md5=8d07e5bc101704a4a37a71c97a181bfb","University of Missouri admin@agbioforum.org","Article","Final","","Scopus","2-s2.0-84950245672"
"McFadden, B.R.; Lusk, J.L.","McFadden, Brandon R. (55966266100); Lusk, Jayson L. (7004997535)","55966266100; 7004997535","Cognitive biases in the assimilation of scientific information on global warming and genetically modified food","2015","Food Policy","54","","","35","43","86","10.1016/j.foodpol.2015.04.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929358866&doi=10.1016%2Fj.foodpol.2015.04.010&partnerID=40&md5=5db9e6f5e2fa24e2d194153f7dbe6be0","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-84929358866"
"Motta, R.","Motta, Renata Campos (56320332500)","56320332500","Social Disputes over GMOs: An Overview","2014","Sociology Compass","8","12","","1360","1376","19","10.1111/soc4.12229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913621145&doi=10.1111%2Fsoc4.12229&partnerID=40&md5=9bcf27e68dffc6a83b1fbd5e13f2db63","Wiley-Blackwell","Article","Final","","Scopus","2-s2.0-84913621145"
"Sanz-Menendez, L.; Van Ryzin, G.G.; Del Pino, E.","Sanz-Menendez, Luis (6603161570); Van Ryzin, Gregg G. (7003787305); Del Pino, Eloísa (36707386600)","6603161570; 7003787305; 36707386600","Citizens' support for government spending on science and technology","2014","Science and Public Policy","41","5","","611","624","18","10.1093/scipol/sct091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928886843&doi=10.1093%2Fscipol%2Fsct091&partnerID=40&md5=f1286eb0ce92d6db6576a2f6a3ae751b","Oxford University Press","Article","Final","","Scopus","2-s2.0-84928886843"
"Johnson, D.M.; Edgar, L.D.","Johnson, Donald M. (55699181600); Edgar, Leslie D. (44260909900)","55699181600; 44260909900","Awareness, use, and perceptions of biodiesel by Belgian and American college students","2014","Journal of International Agricultural and Extension Education","21","1","","46","56","0","10.5191/jiaee.2014.20104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983371733&doi=10.5191%2Fjiaee.2014.20104&partnerID=40&md5=ac3e5eed4e96b2da37eed8e1abc6f0c4","Assoc. Int. Agricultural and Extension Education nplace@mail.ifas.ufl.edu","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84983371733"
"Beckmann, V.; Soregaroli, C.; Wesseler, J.","Beckmann, Volker (56233163100); Soregaroli, Claudio (15133256400); Wesseler, Justus H.H. (6507869714)","56233163100; 15133256400; 6507869714","Coexistence","2014","","","","","372","391","11","10.4337/9780857938350.00031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922948398&doi=10.4337%2F9780857938350.00031&partnerID=40&md5=0a744bd23d4a8063fc473e2107f85f9a","Edward Elgar Publishing Ltd.","Book chapter","Final","","Scopus","2-s2.0-84922948398"
"Zilberman, D.; Kaplan, S.; Kim, E.; Waterfield, G.","Zilberman, David D. (35578894000); Kaplan, Scott M. (55789856000); Kim, Eunice (55790768300); Waterfield, Gina (55841345500)","35578894000; 55789856000; 55790768300; 55841345500","Lessons from the California GM labeling proposition on the state of crop biotechnology","2014","","","","","538","549","8","10.4337/9780857938350.00040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908305231&doi=10.4337%2F9780857938350.00040&partnerID=40&md5=b1ffba851d9a2ee408140f939c434d37","Edward Elgar Publishing Ltd.","Book chapter","Final","","Scopus","2-s2.0-84908305231"
"Kim, J.; Yeo, S.K.; Brossard, D.; Scheufele, D.A.; Xenos, M.A.","Kim, Jiyoun (55919546900); Yeo, Sara K. (55540601100); Brossard, Dominique (7003460100); Scheufele, Dietram A. (7003882091); Xenos, Michael A. (55400359600)","55919546900; 55540601100; 7003460100; 7003882091; 55400359600","Disentangling the influence of value predispositions and risk/benefit perceptions on support for nanotechnology among the American Public","2014","Risk Analysis","34","5","","965","980","43","10.1111/risa.12141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900537723&doi=10.1111%2Frisa.12141&partnerID=40&md5=5db1cf71bf689b7b152a084c4635431c","Blackwell Publishing Inc. subscrip@blackwellpub.com","Article","Final","","Scopus","2-s2.0-84900537723"
"Loebnitz, N.; Grunert, K.G.","Loebnitz, Natascha (56149272000); Grunert, Klaus G. (7004726565)","56149272000; 7004726565","Evaluative conditioning of food technologies in China: Moderating effect of social trust","2014","Food Quality and Preference","37","","","19","26","5","10.1016/j.foodqual.2014.04.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899796551&doi=10.1016%2Fj.foodqual.2014.04.016&partnerID=40&md5=039e1bdb444b09e62ff7479a5f18d9b3","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-84899796551"
"de Steur, H.; Buysse, J.; Feng, S.; Gellynck, X.","de Steur, Hans D. (57218184122); Buysse, Jeroen (15830910100); Feng, S. (23485092500); Gellynck, Xavier (7801685759)","57218184122; 15830910100; 23485092500; 7801685759","Role of information on consumers' willingness-to-pay for genetically-modified rice with health benefits: An application to China","2013","Asian Economic Journal","27","4","","391","408","38","10.1111/asej.12020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888021473&doi=10.1111%2Fasej.12020&partnerID=40&md5=8bf514f906d32d0c7949d52d67975e3f","John Wiley and Sons Inc","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84888021473"
"Fischer, A.R.H.; van Dijk, H.; de Jonge, J.; Rowe, G.; Frewer, L.J.","Fischer, Arnout R. H. (9639971000); van Dijk, Heleen (23092259600); de Jonge, Janneke (16311855400); Rowe, Gene (7103090351); Frewer, Lynn Jayne (7004644699)","9639971000; 23092259600; 16311855400; 7103090351; 7004644699","Attitudes and attitudinal ambivalence change towards nanotechnology applied to food production","2013","Public Understanding of Science","22","7","","817","831","43","10.1177/0963662512440220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884361447&doi=10.1177%2F0963662512440220&partnerID=40&md5=9be8c94cf875edae47a53c7c98603079","","Article","Final","","Scopus","2-s2.0-84884361447"
"Zhao, L.; Gu, H.; Yue, C.; Ahlstrom, D.","Zhao, Li (59881307500); Gu, Haiying (14019406500); Yue, Chengyan (14053126600); Ahlstrom, David (56525447800)","59881307500; 14019406500; 14053126600; 56525447800","Consumer welfare and GM food labeling: A simulation using an adjusted Kumaraswamy distribution","2013","Food Policy","42","","","58","70","24","10.1016/j.foodpol.2013.06.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880985680&doi=10.1016%2Fj.foodpol.2013.06.006&partnerID=40&md5=9688e659ad5bff9766aa9874a172aafe","","Article","Final","","Scopus","2-s2.0-84880985680"
"Pillaud, V.; Cavazza, N.; Butera, F.","Pillaud, Vincent (55816161200); Cavazza, Nicoletta (22978618100); Butera, Fabrizio (7003722857)","55816161200; 22978618100; 7003722857","The Social Value of Being Ambivalent: Self-Presentational Concerns in the Expression of Attitudinal Ambivalence","2013","Personality and Social Psychology Bulletin","39","9","","1139","1151","41","10.1177/0146167213490806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881232903&doi=10.1177%2F0146167213490806&partnerID=40&md5=c7816c43eb50ce75a6cda304633c9ddf","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84881232903"
"Gupta, N.; Fischer, A.R.H.; George, S.; Frewer, L.J.","Gupta, Nidhi (57209931432); Fischer, Arnout R. H. (9639971000); George, Saji A. (55673486200); Frewer, Lynn Jayne (7004644699)","57209931432; 9639971000; 55673486200; 7004644699","Expert views on societal responses to different applications of nanotechnology: A comparative analysis of experts in countries with different economic and regulatory environments","2013","Journal of Nanoparticle Research","15","8","1838","","","30","10.1007/s11051-013-1838-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879846506&doi=10.1007%2Fs11051-013-1838-4&partnerID=40&md5=659113f30232eb18098bc535de658503","Kluwer Academic Publishers","Article","Final","","Scopus","2-s2.0-84879846506"
